a,tauU/tau0,muU/muABL,diff,Uon/Uoff,diff,UT,diff,列番号,列（英語表記）
0.0047625,38.54288863,0.008645408,7.94555E-05,1.010495383,0.00720292,1.18705496,0.021946543,35,AI
