a,tauU/tau0,muU/muABL,diff,Uon/Uoff,diff,UT,diff,列番号,列（英語表記）
0.004,43.76739716,0.009682876,0.000108614,1.001100284,0.004250092,1144.639604,26.11768383,30,AD
