a,tauU/tau0,muU/muABL,diff,Uon/Uoff,diff,UT,diff,列番号,列（英語表記）
0.0025,60.98196898,0.015032662,0.000128658,1.016855297,0.005893339,705.625287,13.91987191,22,V
