a,tauU/tau0,muU/muABL,diff,Uon/Uoff,diff,UT,diff,列番号,列（英語表記）
0.01,0.588202714,0.077058903,0.001036559,0.985754037,0.007630988,393.5305105,7.160919638,14,N
