a,tauU/tau0,muU/muABL,diff,Uon/Uoff,diff,UT,diff,列番号,列（英語表記）
0.00476,0.693558628,0.091964567,0.010886128,1.150223982,0.059291234,0.211008869,0.040411041,22,V
