a,tauU/tau0,muU/muABL,diff,Uon/Uoff,diff,UT,diff,列番号,列（英語表記）
0.00476,0.524715014,0.465770094,0.010693244,1.05680544,0.025906484,0.090776432,0.002572923,5,E
