a,tauU/tau0,muU/muABL,diff,Uon/Uoff,diff,UT,diff,列番号,列（英語表記）
0.00476,0.527619686,0.30063803,0.040600752,1.037947163,0.027569644,0.098093329,0.020223236,21,U
