a,tauU/tau0,muU/muABL,diff,Uon/Uoff,diff,UT,diff,列番号,列（英語表記）
0.00476,0.8516517,0.203152943,0.012355706,1.12130593,0.049676066,0.123919568,0.010578379,13,M
