a,tauU/tau0,muU/muABL,diff,Uon/Uoff,diff,UT,diff,列番号,列（英語表記）
0.005,44.35611605,0.008762883,8.66478E-05,1.02056866,0.032644821,1.254019621,0.024625193,27,AA
