a,tauU/tau0,muU/muABL,diff,Uon/Uoff,diff,UT,diff,列番号,列（英語表記）
0.0047625,0.539266637,0.386567761,0.047481137,1.126019162,0.102460403,0.083131143,0.014918288,5,E
