a,tauU/tau0,muU/muABL,diff,Uon/Uoff,diff,UT,diff,列番号,列（英語表記）
0.005,0.846094141,0.197591255,0.010642679,1.130898513,0.105607783,0.126576173,0.009487763,8,H
