a,tauU/tau0,muU/muABL,diff,Uon/Uoff,diff,UT,diff,列番号,列（英語表記）
0.005,24.67555776,0.013935199,0.000279718,1.003093481,0.018549212,0.449971713,0.018547487,12,L
