a,tauU/tau0,muU/muABL,diff,Uon/Uoff,diff,UT,diff,列番号,列（英語表記）,
0.005,0.664065053,0.21210456,0.005704258,0.994463742,0.013311901,0.036146438,0.001550707,75,BW,
,,,,,,,,,,
