a,tauU/tau0,muU/muABL,diff,Uon/Uoff,diff,UT,diff,列番号,列（英語表記）
0.005,0.453596282,1.520779984,0.09066433,1.309160452,0.145352704,0.00881666,0.000736659,3,C
