a,tauU/tau0,muU/muABL,diff,Uon/Uoff,diff,UT,diff,列番号,列（英語表記）
0.005,0.420359897,0.472542758,0.035839726,1.076478543,0.024475786,0.021023416,0.002462857,14,N
