a,tauU/tau0,muU/muABL,diff,Uon/Uoff,diff,UT,diff,列番号,列（英語表記）
0.007,0.800042563,0.084890732,0.004485624,1.043290827,0.036005546,0.245995505,0.019376703,79,CA
