a,tauU/tau0,muU/muABL,diff,Uon/Uoff,diff,UT,diff,列番号,列（英語表記）
0.005,0.71842284,0.169519468,0.014119688,1.234843144,0.11832014,0.126869956,0.015776389,47,AU
