a,tauU/tau0,muU/muABL,diff,Uon/Uoff,diff,UT,diff,列番号,列（英語表記）
0.006,0.77082453,0.108778318,0.006651345,1.147819538,0.055553536,0.184964143,0.017039092,63,BK
