a,tauU/tau0,muU/muABL,diff,Uon/Uoff,diff,UT,diff,列番号,列（英語表記）
0.0065,0.774211672,0.118302149,0.007076177,1.132821991,0.047243383,0.230393178,0.019110758,38,Al
