a,tauU/tau0,muU/muABL,diff,Uon/Uoff,diff,UT,diff,列番号,列（英語表記）
0.005,0.354877665,3.033630488,0.055126287,0.981946649,0.044912278,0.009426212,0.000210334,21,U
