a,tauU/tau0,muU/muABL,diff,Uon/Uoff,diff,UT,diff,列番号,列（英語表記）
0.005,41.14167195,0.011316558,7.43501E-05,0.99470133,0.005809628,0.800051243,0.010532422,20,T
