0.000000,0.000000,0.000000
0.750000,6.932159,4.685489
1.500001,15.568736,5.621019
2.250000,21.205326,3.098248
3.000000,24.088961,2.613750
3.750000,26.518793,1.720292
4.500001,27.620613,2.021154
5.250000,29.436342,2.199087
6.000000,30.992322,2.425442
6.750000,32.581968,2.284637
7.500000,34.008733,2.237964
8.250001,34.527244,2.334602
9.000000,35.111341,2.331288
9.750001,36.601890,2.288960
10.500000,37.120896,2.102677
11.250000,36.929509,1.079364
12.000000,37.221258,1.056534
12.750000,37.152416,0.549584
