0.000000,0.000000,0.000000
0.080000,162.147249,15.406347
0.160001,173.192459,13.580408
0.240001,151.057092,7.914639
0.320001,129.502050,8.526969
0.400001,130.016489,6.771352
0.480000,134.215789,5.998624
0.560001,133.173076,4.600505
0.640000,132.662294,5.433657
0.720000,136.862079,5.526693
0.800001,137.909655,6.362682
0.880001,137.388692,4.820711
0.960001,144.287999,7.317761
1.040001,148.452214,8.281803
1.120000,153.193985,10.965652
1.200001,164.853530,11.852773
1.280001,174.297443,4.231801
1.360000,178.990294,4.388785
1.440000,179.054847,4.113889
1.520001,179.565325,10.916734
1.600000,191.641110,19.359568
1.680000,203.738739,18.464606
1.760001,209.497076,17.500455
1.840001,214.256214,16.053343
1.920000,217.929561,14.832498
2.000001,224.213697,13.355024
2.080001,226.844997,11.935466
2.160000,196.454431,28.896704
2.240001,89.148723,55.199321
2.320000,565.386466,980.649440
2.400000,10.276307,18.747299
2.480000,167.932347,303.083600
2.560001,5.390864,3.906395
2.640000,7.023327,5.442449
2.720001,1.578948,1.289205
2.800001,161.430395,311.836763
2.880000,5.962012,8.872449
2.960001,2.128993,2.419753
3.040001,0.000001,0.000000
3.120001,0.000001,0.000000
3.200001,0.000001,0.000000
3.280001,2.631580,0.000000
