0.000000,0.000000,0.000000
0.200000,91.002695,20.329656
0.400001,65.627907,8.370955
0.600000,68.570711,5.986544
0.800000,74.636282,5.613829
1.000001,77.945099,1.979007
1.200000,79.598095,2.807096
1.400000,81.802713,2.332363
1.600000,83.827114,3.120759
1.800000,92.466549,4.989936
2.000000,96.878291,7.936689
2.200000,106.805130,7.759596
2.400000,112.138282,9.581152
2.600000,118.754308,6.194937
2.800000,123.349751,5.637752
3.000001,126.473762,7.526101
3.200001,126.841394,4.548620
3.400000,126.179447,7.334563
3.600000,122.982916,9.374621
3.800001,115.814076,0.000000
