0.000000,0.000000,0.000000
0.100000,196.939297,8.437332
0.200000,211.905058,14.158381
0.300001,174.246221,18.383623
0.400000,165.647634,17.642403
0.500000,172.923897,14.339263
0.600001,181.298021,14.473706
0.700000,183.708483,14.944083
0.800001,187.895864,14.138902
0.900000,194.281843,15.908211
1.000000,200.671656,16.816922
1.100000,210.142739,19.205161
1.200000,221.591199,26.141602
1.300000,232.611063,31.374695
1.400001,242.736973,33.894244
1.500001,247.373145,31.709355
1.600001,241.049917,17.489245
1.700000,252.209379,21.939953
1.800000,236.423865,19.230369
