0.000000,0.000000,0.000000
0.200000,74.174730,11.178976
0.400000,66.729397,8.596073
0.600000,73.690168,5.710799
0.800001,77.516851,5.153626
1.000001,81.851190,4.108457
1.200000,85.943131,3.757368
1.400000,88.670390,3.026468
1.600001,91.772741,3.055294
1.800001,95.117699,4.235075
2.000000,99.459998,5.323888
2.200000,106.038154,6.039880
2.400001,111.384734,6.436592
2.600000,116.825547,4.586614
2.800000,121.659851,4.703126
3.000000,124.016287,8.810959
3.200000,125.622147,9.325838
3.400001,127.113574,7.864568
3.600001,534.799281,648.498782
3.800001,496.942143,717.607190
4.000000,7.401843,12.083292
4.200001,122.400011,208.708792
4.400001,677.576290,958.237579
4.600001,1193.124206,0.000000
