0.000000,0.000000,0.000000
0.020000,170.895193,24.529077
0.040001,300.058791,20.195243
0.060001,415.760721,24.098133
0.080001,533.754011,20.286500
0.100000,628.149224,19.132702
0.120000,716.907186,19.958328
0.140000,800.213910,16.469911
0.160000,862.943243,15.733089
0.180000,921.410824,12.244525
0.200000,974.190045,15.094277
0.220001,1018.014846,10.286705
0.240000,1062.968845,10.299045
0.260001,1085.433924,10.302539
0.280001,1122.545016,16.243560
0.300000,1164.125793,24.742164
0.320001,1189.173917,15.101644
0.340000,1207.865169,5.617978
