0,280.6962026
5,233.2278482
10,168.0379747
15,116.4556962
20,138.2911392
25,166.1392405
30,223.4177216
35,268.9873418
40,239.2405064
45,209.4936708
50,152.2151899
55,94.93670886
60,110.7594937
65,160.1265823
70,211.392405
75,241.1392406
80,211.392405
85,158.2278481
90,93.98734178
95,104.7468354
100,136.3924051
105,211.392405
110,243.0379746
115,233.2278482
120,209.4936708
125,104.7468354
130,92.72151898
135,163.9240506
140,207.5949368
145,245.2531646
150,162.0253165
155,118.6708861
160,68.98734178
165,94.93670886
170,160.1265823
175,207.5949368
180,211.392405
185,215.5063292
190,144.3037975
195,81.01265822
200,100.6329114
205,138.2911392
210,191.7721519
215,201.5822784
220,213.607595
225,156.0126582
230,102.8481013
235,88.92405064
240,128.4810127
245,191.7721519
250,200
255,185.7594937
260,205.6962026
265,169.9367089
270,84.81012658
275,81.01265822
280,104.7468354
285,162.0253165
290,213.607595
295,217.4050632
300,169.9367089
305,106.6455696
310,45.25316456
315,75
320,130.3797468
325,169.9367089
330,191.7721519
335,174.0506329
340,104.7468354
345,69.93670886
350,112.6582278
355,154.1139241
360,195.5696203
365,232.5949368
370,195.5696203
375,148.1012658
380,87.02531646
385,16.61392405
