0.000000,0.000000,0.000000
0.050000,96.673005,8.950067
0.100001,137.754116,7.215986
0.150001,137.705789,7.253122
0.200001,137.744957,6.299971
0.250001,134.450728,3.800004
0.300001,135.747897,5.682512
0.350001,139.744997,5.647292
0.400001,138.357709,6.390587
0.450001,142.351652,4.973369
0.500000,141.027631,3.815414
0.550000,142.294968,4.424687
0.600000,140.315054,5.458874
0.650000,143.585238,4.114610
0.700000,143.599761,5.458261
0.750001,145.542084,4.888280
0.800000,146.201764,6.659842
0.850000,148.811969,5.294176
0.900001,150.145974,6.821403
0.950001,152.074130,5.294353
1.000001,153.385794,7.990388
1.050001,154.742747,7.090151
1.100001,157.350540,7.491365
1.150000,159.928763,8.274934
1.200001,163.172038,6.842731
1.250001,165.168186,8.145523
1.300001,167.739036,6.050428
1.350000,169.696362,7.438920
1.400001,172.952508,7.144379
1.450000,176.208093,7.161663
1.500001,176.212785,8.326493
1.550001,181.114138,8.155642
