0.050112375,41.04312479
0.060794192,35.52406435
0.086755489,36.3894599
0.098660633,31.49617681
0.10861926,26.61258785
0.136115612,23.59512593
0.154811699,20.91979822
0.220673213,16.84538093
0.200147854,14.58018606
0.314483347,12.92701515
0.324775932,12.61959148
0.448021627,9.229045656
0.598450089,6.913870717
0.799656737,5.567299679
1.1034825,4.376379576
1.474155542,3.358399868
2.718502438,2.177604945
2.034712086,2.770184601
3.630862316,1.592540891
5.010955351,1.282371736
6.69193454,0.915529777
6.695703252,1.032612272
8.940842533,0.719685673
9.238663409,0.792418678
12.34204155,0.60809597
16.48788172,0.466648149
22.02883984,0.366825848
30.39859247,0.288356877
40.60984524,0.221282839
56.03936225,0.173947471
74.86365793,0.133485945
100.0225231,0.10493151
