x,y,y+,ydiff,x+,xdiff
1.986595174,1.126174497,1.337181208,0.211006711,2.280160858,0.293565684
1.085790885,1.052080537,1.085100671,0.033020134,1.113941019,0.028150134
0.683646113,1.04966443,1.073825503,0.024161074,0.695710456,0.012064343
0.434316354,1.036778523,1.052080537,0.015302013,0.434316354,0
0.313672922,1.013422819,1.029530201,0.016107383,0.313672922,0
