a,tauU/tau0,muU/muABL,diff,UT,diff,Uon/Uoff,diff,列番号,列（英語表記）
0.0075,1.480655117,0.032103761,0.00014263,532.4794807,3.665821138,1.032535366,0.00763001,14,N
