a,tauU/tau0,muU/muABL,diff,UT,diff,Uon/Uoff,diff,列番号,列（英語表記）
0.0025,1.015370632,0.193463055,0.01197985,60.5942535,6.272063484,1.002625935,0.008757195,22,V
