a,tauU/tau0,muU/muABL,diff,UT,diff,Uon/Uoff,diff,列番号,列（英語表記）
0.01,1.506027106,0.018504576,5.94675E-05,1038.358896,5.131031105,1.015652094,0.003293643,6,F
